Code Case Number,Address,Code Case Opened Date,Code Case Type,Code Case Closed Date,Code Case District,Code Case Status,Code Case Description
OTOE-018385-2021,"1004 PHEASANT RUN DR
COLUMBIA, MO 65201",7/21/2021,ONS - Residential Solid Waste Violation,7/30/2021,Sixth,Resolved,loose trash - 862
OLM-018404-2021,"920 PORT WAY
COLUMBIA, MO 65201",7/21/2021,ONS - Landscape Management,8/11/2021,Third,Resolved,LOTS AROUND BULL RUN AND PORT WAY HAVE TALL WEEDS
OHN-018377-2021,"2701 ANDY DR
COLUMBIA, MO 65202",7/21/2021,ONS - Health Nuisance,8/17/2021,Second,Resolved,"walnut tree limb, and overgrown vegetation growing into the roadway."
OLM-018403-2021,"5709 BULL RUN DR
COLUMBIA, MO 65201",7/21/2021,ONS - Landscape Management,10/11/2021,Third,Resolved,tall grass
OTOE-018386-2021,"210 JACKAL DR
COLUMBIA, MO 65202",7/21/2021,ONS - Residential Solid Waste Violation,7/28/2021,Second,Resolved,trash and debris at curb
OLM-018375-2021,"606 MCBAINE AVE
COLUMBIA, MO 65203",7/21/2021,ONS - Landscape Management,8/2/2021,First,Resolved,OVERGROWN VEGETATION IN FENCE ROW AND EXCEEDING PROPERTY BOUNDARIES
OLM-019148-2021,"5108 BLUE SPRUCE CT
COLUMBIA, MO 65203",7/21/2021,ONS - Landscape Management,11/11/2021,Fifth,Resolved,"TALL GRASS, OVERGROWN VEG EXCEEDING PROPERTY BOUNDARIES"
OTOE-018388-2021,"505 ROLLINS ST
COLUMBIA, MO 65201",7/21/2021,ONS - Residential Solid Waste Violation,7/26/2021,First,Resolved,DEEP FREEZER IN YARD
OTOE-018398-2021,"4 ALBANY DR
COLUMBIA, MO 65201",7/21/2021,ONS - Residential Solid Waste Violation,7/23/2021,Third,Resolved,TOE AT THE CURB
OLM-018405-2021,"930 PORT WAY
COLUMBIA, MO 65201",7/21/2021,ONS - Landscape Management,8/18/2021,Third,Resolved,LOTS AROUND BULL RUN AND PORT WAY HAVE TALL WEEDS
OPM-018426-2021,,7/22/2021,ONS - Property Maintenance,9/20/2021,Unknown,Resolved,sidewalk buckle
OLM-018430-2021,"311 N EIGHTH ST
COLUMBIA, MO 65201",7/22/2021,ONS - Landscape Management,7/30/2021,First,Resolved,THERE ARE TURF WEEDS AND TURF GRASS OVER TWELVE INCHES TALL ON THE PROPERTY.
OHN-018480-2021,"1113 EASTLAND CIR
COLUMBIA, MO 65201",7/22/2021,ONS - Health Nuisance,8/20/2021,Third,Resolved,TV OUT FOR OVER 48 HOURS ON THE FRONT WALK
OLM-018436-2021,"1321 VALLEY CREEK LN
COLUMBIA, MO 65202",7/22/2021,ONS - Landscape Management,7/30/2021,Third,Resolved,vegetation
OTOE-018440-2021,"1604 BOYD LN
COLUMBIA, MO 65202",7/22/2021,ONS - Residential Solid Waste Violation,7/30/2021,Third,Resolved,BULKY ITEMS AT THE CURB
OHN-018675-2021,"414 HILLSDALE RD
COLUMBIA, MO 65201",7/22/2021,ONS - Health Nuisance,8/26/2021,Third,Resolved,TREE NEAR MOBILE HOME IS REPORTED TO BE A HAZARD
OLM-018428-2021,"4609 RICE RD
COLUMBIA, MO 65202",7/22/2021,ONS - Landscape Management,7/30/2021,Third,Resolved,TALL GRASS
OLM-018454-2021,"4208 RICE RD
COLUMBIA, MO 65202",7/22/2021,ONS - Landscape Management,8/18/2021,Third,Resolved,"TALL GRASS, LITTLE BORWN HOUSE ACROSS FROM THE DEYS"
OTOE-018427-2021,"117 ALBANY DR
COLUMBIA, MO 65201",7/22/2021,ONS - Residential Solid Waste Violation,7/26/2021,Third,Resolved,BULKY ITEM AT THE CURB
OHN-018429-2021,"501 LYON ST
COLUMBIA, MO 65201",7/22/2021,ONS - Health Nuisance,2/23/2022,First,Resolved,"LOVE SEAT ON THE PORCH, CONSTRUCTION DEBRIS IN THE YARD"
OTOE-018439-2021,"1512 ROSEMARY LN
COLUMBIA, MO 65201",7/22/2021,ONS - Residential Solid Waste Violation,7/27/2021,Sixth,Resolved,TOE AT THE CURB 
OLM-018455-2021,"1105 EASTLAND CIR
COLUMBIA, MO 65201",7/22/2021,ONS - Landscape Management,8/11/2021,Third,Resolved,THERE ARE TURF WEEDS AND TURF GRASS OVER TWELVE INCHES TALL ON THE PROPERTY.
OTOE-018434-2021,"1306 ANTHONY ST
COLUMBIA, MO 65201",7/22/2021,ONS - Residential Solid Waste Violation,7/27/2021,Sixth,Resolved,BULKY ITEM AT THE CURB
OUV-018498-2021,"302 OAK MOUNT DR
COLUMBIA, MO 65201",7/22/2021,ONS - Health Unlicensed Vehicle,8/26/2021,Third,Resolved,UNLICENSED UHAUL STYLE TRUCK
OLM-018453-2021,"4220 DERBY RIDGE DR
COLUMBIA, MO 65202",7/22/2021,ONS - Landscape Management,7/30/2021,Second,Resolved,lawn not mowed 848
OTOE-018437-2021,"1408 UNIVERSITY AVE
COLUMBIA, MO 65201",7/22/2021,ONS - Residential Solid Waste Violation,7/27/2021,Sixth,Resolved,BULKY ITEM ATTHE CURB 
OHN-018477-2021,"1514 ROSEMARY LN
COLUMBIA, MO 65201",7/22/2021,ONS - Health Nuisance,8/23/2021,Sixth,Resolved,TRASH AND DEBRIS
OLM-018452-2021,"1 MOHAWK CT
COLUMBIA, MO 65202",7/22/2021,ONS - Landscape Management,8/11/2021,Third,Resolved,TALL GRASS
OTOE-018441-2021,"710 COOK AVE
COLUMBIA, MO 65203",7/22/2021,ONS - Residential Solid Waste Violation,8/17/2021,First,Resolved,TOE NCB 865
OTOE-018431-2021,"6 ALBANY DR
COLUMBIA, MO 65201",7/22/2021,ONS - Residential Solid Waste Violation,7/26/2021,Third,Resolved,toe at the curb
OHN-018503-2021,"3908 TROPICAL LN
COLUMBIA, MO 65202",7/22/2021,ONS - Health Nuisance,8/7/2021,Second,Resolved,branches over sidewalk ALONG RAIN FOREST PARKWAY
OTOE-018435-2021,"110 DORSEY ST
COLUMBIA, MO 65201",7/22/2021,ONS - Residential Solid Waste Violation,7/27/2021,Sixth,Resolved,BULKY ITEM AT THE CURB
OZPARK-018433-2021,"1113 EASTLAND CIR
COLUMBIA, MO 65201",7/22/2021,ONS -  Residential Parking Violation,2/1/2022,Third,Resolved,GREEN CAR PARKED ON THE GRASS IN THE BACKYARD
OHN-018475-2021,"4306 RICE RD
COLUMBIA, MO 65202",7/22/2021,ONS - Health Nuisance,8/20/2021,Third,Resolved,"ACCUM OF DEBRIS, FURNITURE AND TRASH"
OHN-018496-2021,"304 OAK MOUNT DR
COLUMBIA, MO 65201",7/22/2021,ONS - Health Nuisance,9/29/2021,Third,Resolved,TRASH DEBRIS
OLM-018474-2021,"2518 E BUSINESS LOOP 70
COLUMBIA, MO 65201",7/23/2021,ONS - Landscape Management,8/2/2021,Third,Resolved,THERE ARE TURF WEEDS AND TURF GRASS OVER TWELVE INCHES TALL ON THE PROPERTY.
OHN-018490-2021,"714 N SEVENTH ST
COLUMBIA, MO 65201",7/23/2021,ONS - Health Nuisance,10/15/2021,First,Resolved,ITEMS IN BACK YARD
OLM-018533-2021,"109 W SMILEY LN
COLUMBIA, MO 65202",7/23/2021,ONS - Landscape Management,8/6/2021,Second,Resolved,VEGETATION IS 52 INCHES TALL ON LARKIN LOTS BEHIND 201 WALLABY WAY
OLM-018539-2021,"1 E SOUTHBROOK CT
COLUMBIA, MO 65203",7/23/2021,ONS - Landscape Management,8/5/2021,Boone County,Resolved,tall grass  OFF ROUTE K OR S BETHEL
OTOE-018467-2021,"309 N WILLIAM ST
COLUMBIA, MO 65201",7/23/2021,ONS - Residential Solid Waste Violation,8/3/2021,Third,Resolved,BULKY ITEM ATTHE CURB.
OLM-018535-2021,"5688 S BETHEL CHURCH RD Unit: TRLR
COLUMBIA, MO 65203",7/23/2021,ONS - Landscape Management,8/5/2021,Boone County,Resolved,tall grass  OFF ROUTE K OR S BETHEL
OLM-018504-2021,"5688 S BETHEL CHURCH RD Unit: TRLR
COLUMBIA, MO 65203",7/23/2021,ONS - Landscape Management,8/5/2021,Boone County,Resolved,tall grass  OFF ROUTE K OR S BETHEL SEE CASE 18535  COMPLETED 8-5-2021
OTOE-018459-2021,"516 S WILLIAM ST
COLUMBIA, MO 65201",7/23/2021,ONS - Residential Solid Waste Violation,8/9/2021,Sixth,Resolved,TOE AT THE CURB
OLM-018505-2021,"1 E SOUTHBROOK CT
COLUMBIA, MO 65203",7/23/2021,ONS - Landscape Management,8/13/2021,Boone County,Resolved,tall grass  OFF ROUTE K OR S BETHEL  FENCE TO ROAD 4 FT TALL SEE CASE 18539-2021 RESOLVED 8-5-2021
OTOE-018458-2021,"1410 UNIVERSITY AVE
COLUMBIA, MO 65201",7/23/2021,ONS - Residential Solid Waste Violation,7/27/2021,Sixth,Resolved,BULKY ITEM ATTHE CURB
OLM-018515-2021,"5609 SPICEWOOD DR
COLUMBIA, MO 65203",7/23/2021,ONS - Landscape Management,8/10/2021,Fifth,Resolved,tall grass 855 Spicewood
OTOE-018472-2021,"1701 HANOVER BLVD
COLUMBIA, MO 65202",7/23/2021,ONS - Residential Solid Waste Violation,7/30/2021,Third,Resolved,BULKY ITEM AT THE CURB
OTOE-018469-2021,"2701 QUAIL DR
COLUMBIA, MO 65202",7/23/2021,ONS - Residential Solid Waste Violation,8/9/2021,Third,Resolved,TOE AT THE CURB
OTOE-018464-2021,"1506 ROSEMARY LN
COLUMBIA, MO 65201",7/23/2021,ONS - Residential Solid Waste Violation,7/27/2021,Sixth,Resolved,TOE AT THE CURB 7-23-2021
OHN-018502-2021,"211 BOURN AVE
COLUMBIA, MO 65203",7/23/2021,ONS - Health Nuisance,8/3/2021,Fourth,Resolved,"SINK, PLUMBING FIXTURES, DOWN LIMBS AND PILES OF DEBRIS"
OTOE-018451-2021,"1426 GREENSBORO DR
COLUMBIA, MO 65202",7/23/2021,ONS - Residential Solid Waste Violation,8/9/2021,Second,Resolved,BULKY ITEM AT THE CURB
OZPARK-018522-2021,"2809 JONQUIL PL
COLUMBIA, MO 65202",7/23/2021,ONS -  Residential Parking Violation,8/18/2021,Second,Resolved,UNLICENSED VEHICLES IN DRIVE & YARD
OTOE-018460-2021,"1513 WILSON AVE
COLUMBIA, MO 65201",7/23/2021,ONS - Residential Solid Waste Violation,7/27/2021,Sixth,Resolved,TOE AT THE CURB
OTOE-018446-2021,"712 COOK AVE
COLUMBIA, MO 65203",7/23/2021,ONS - Residential Solid Waste Violation,7/28/2021,First,Resolved,BULKY ITEM AT THE CURB
OLM-018519-2021,"5619 SPICEWOOD DR
COLUMBIA, MO 65203",7/23/2021,ONS - Landscape Management,8/10/2021,Fifth,Resolved,tall grass 855 Spicewood 5609 AND 5619 ARE ALL OVER 12
OLM-018487-2021,"3106 LYNNWOOD DR
COLUMBIA, MO 65203",7/23/2021,ONS - Landscape Management,8/4/2021,Fifth,Resolved,weeds 5' tall 829
OUV-018520-2021,"2809 JONQUIL PL
COLUMBIA, MO 65202",7/23/2021,ONS - Health Unlicensed Vehicle,8/18/2021,Second,Resolved,UNLICENSED VEHICLES IN DRIVE & YARD TANISH TOYOTA JC0-B1J MO 5-2021
OTOE-018461-2021,"1516 ROSEMARY LN
COLUMBIA, MO 65201",7/23/2021,ONS - Residential Solid Waste Violation,7/27/2021,Sixth,Resolved,toe at the curb
OZPARK-018463-2021,"1414 PARIS RD
COLUMBIA, MO 65201",7/23/2021,ONS -  Residential Parking Violation,8/5/2021,Third,Resolved,CAMPER PARKED ON GRASS IN SIDE YARD
OZPARK-018473-2021,"2108 MCKEE ST
COLUMBIA, MO 65202",7/23/2021,ONS -  Residential Parking Violation,7/30/2021,Third,Voided,MOTORCYCLE PARKED ON THE GRASS
OUV-018450-2021,"205 JACKAL DR
COLUMBIA, MO 65202",7/23/2021,ONS - Health Unlicensed Vehicle,8/16/2021,Second,Resolved,unlic inoperable truck
OUV-018471-2021,"1414 PARIS RD
COLUMBIA, MO 65201",7/23/2021,ONS - Health Unlicensed Vehicle,8/2/2021,Third,Resolved,VOLVO WITH EXPIRED LICENSE PLATES NOVMEBER 2017
OTOE-018478-2021,"1711 HANOVER BLVD
COLUMBIA, MO 65202",7/23/2021,ONS - Residential Solid Waste Violation,8/2/2021,Third,Resolved,BULKY ITEM AND TOE AT THE CURB
OTOE-018470-2021,"1623 HANOVER BLVD
COLUMBIA, MO 65202",7/23/2021,ONS - Residential Solid Waste Violation,8/2/2021,Third,Resolved,BULKY ITEM AT THE CURB
OLM-018530-2021,"410 GRAPEVINE CT
COLUMBIA, MO 65203",7/23/2021,ONS - Landscape Management,9/14/2021,Fifth,Resolved,vegetation - 868  weeds growing over the fence in backyard.  
OHN-018497-2021,"309 LOCH LN
COLUMBIA, MO 65203",7/23/2021,ONS - Health Nuisance,7/27/2021,Fourth,Voided,loose trash 867 W. BROADWAY TO HEATHER CORNER/LOCH&BREMORE
OHN-018499-2021,"309 LOCH LN
COLUMBIA, MO 65203",7/23/2021,ONS - Health Nuisance,8/3/2021,Fourth,Resolved,loose trash 867 W. BROADWAY TO HEATHER CORNER/LOCH&BREMORE
OTOE-018449-2021,"1415 GREENSBORO DR
COLUMBIA, MO 65202",7/23/2021,ONS - Residential Solid Waste Violation,8/17/2021,Second,Resolved,BULKY ITEM AT THE CURB
OTOE-018462-2021,"1500 ROSEMARY LN
COLUMBIA, MO 65201",7/23/2021,ONS - Residential Solid Waste Violation,8/2/2021,Sixth,Resolved,BULKY ITEM AT THE CURB
OLM-018491-2021,"2910 LYNNWOOD DR
COLUMBIA, MO 65203",7/23/2021,ONS - Landscape Management,8/4/2021,Fifth,Resolved,yard is over grown 839
OSSV-018527-2021,"1513 GARDEN DR
COLUMBIA, MO 65202",7/23/2021,ONS - Streets and Sidewalks Violation,8/18/2021,Second,Resolved,SIDEWALK OBST BY A VERY LOW HANGING TREE LIMBS
OHN-018501-2021,"304 LOCH LN
COLUMBIA, MO 65203",7/23/2021,ONS - Health Nuisance,8/3/2021,Fourth,Resolved,loose trash 867 W. BROADWAY TO HEATHER CORNER/LOCH&BREMORE
OTOE-018476-2021,"1703 HANOVER BLVD
COLUMBIA, MO 65202",7/23/2021,ONS - Residential Solid Waste Violation,7/30/2021,Third,Resolved,BULKY ITEM AT THE CURB
OLM-018483-2021,"2106 LIVE OAK LN
COLUMBIA, MO 65202",7/23/2021,ONS - Landscape Management,7/30/2021,Second,Resolved,TALL GRASS
OLM-018532-2021,"408 GRAPEVINE CT
COLUMBIA, MO 65203",7/23/2021,ONS - Landscape Management,9/22/2021,Fifth,Resolved,"tall grass, no fence for pool - 869"
OLM-018494-2021,"1901 RANGE LINE ST DEMO
COLUMBIA, MO 65202",7/23/2021,ONS - Landscape Management,12/7/2021,Second,Voided,tall grass and weeds
OHN-018481-2021,"1512 ROSEMARY LN
COLUMBIA, MO 65201",7/23/2021,ONS - Health Nuisance,8/23/2021,Sixth,Resolved,GARBAGE AND TRASH ACCUMULATION
OLM-018525-2021,"2408 IRIS DR
COLUMBIA, MO 65202",7/23/2021,ONS - Landscape Management,10/5/2021,Second,Resolved,tall grass  878
OTOE-018547-2021,"406 N WILLIAM ST
COLUMBIA, MO 65201",7/26/2021,ONS - Residential Solid Waste Violation,8/3/2021,Third,Resolved,TOE AT THE CURB 7-26-2021
OTOE-018521-2021,"605 N WILLIAM ST
COLUMBIA, MO 65201",7/26/2021,ONS - Residential Solid Waste Violation,7/27/2021,Third,Resolved,pile of debris
OTOE-018545-2021,"401 N EIGHTH ST
COLUMBIA, MO 65201",7/26/2021,ONS - Residential Solid Waste Violation,7/29/2021,First,Resolved,toe at the curb
OTOE-018489-2021,"1311 VALLEY CREEK LN
COLUMBIA, MO 65202",7/26/2021,ONS - Residential Solid Waste Violation,8/4/2021,Third,Resolved,BULKY ITEM AT THE CURB
OTOE-018524-2021,"4805 GEYSER BLVD
COLUMBIA, MO 65202",7/26/2021,ONS - Residential Solid Waste Violation,8/2/2021,Third,Resolved,TOE ATTHE CURB
OTOE-018493-2021,"1323 GODAS DR
COLUMBIA, MO 65202",7/26/2021,ONS - Residential Solid Waste Violation,7/28/2021,Third,Resolved,BULKY AND TOE AT THE CURB
OTOE-018528-2021,"1610 TELLURIDE LN
COLUMBIA, MO 65201",7/26/2021,ONS - Residential Solid Waste Violation,8/2/2021,Sixth,Resolved,TOE AT THE CURB 7-26-2021
OTOE-018492-2021,"1308 GODAS DR
COLUMBIA, MO 65202",7/26/2021,ONS - Residential Solid Waste Violation,8/3/2021,Third,Resolved,TOE AT THE CURB 7-23-2021
OTOE-018546-2021,"902 ROGERS ST
COLUMBIA, MO 65201",7/26/2021,ONS - Residential Solid Waste Violation,7/27/2021,First,Resolved,BULKY ITEM AT THE CURB 7-26-2021
OHN-018537-2021,"4002 TROPICAL LN
COLUMBIA, MO 65202",7/26/2021,ONS - Health Nuisance,8/26/2021,Second,Resolved,TREE LIMBS OVER THE SIDEWALK
OSSV-018508-2021,"120 ANTELOPE DR
COLUMBIA, MO 65202",7/26/2021,ONS - Streets and Sidewalks Violation,8/5/2021,Second,Resolved,Gravel on street
OTOE-018488-2021,"405 SANFORD AVE
COLUMBIA, MO 65203",7/26/2021,ONS - Residential Solid Waste Violation,7/27/2021,First,Resolved,BULKY ITEMS AT THE CURB 
OTOE-018531-2021,"1601 TELLURIDE LN
COLUMBIA, MO 65201",7/26/2021,ONS - Residential Solid Waste Violation,8/2/2021,Sixth,Resolved,TOE AT THE CURB 7-26-2021
OTOE-018507-2021,"713 FAIRVIEW AVE
COLUMBIA, MO 65201",7/26/2021,ONS - Residential Solid Waste Violation,7/27/2021,First,Resolved,TOE AT THE CURB
OLM-018541-2021,"613 PARIS CT
COLUMBIA, MO 65201",7/26/2021,ONS - Landscape Management,10/15/2021,Third,Resolved,TALL GRASS AND WEEDS
OTOE-018526-2021,"4807 GEYSER BLVD
COLUMBIA, MO 65202",7/26/2021,ONS - Residential Solid Waste Violation,7/27/2021,Third,Resolved,BULKY ITEM AT THE CURB 
OILER-018495-2021,"1001 JEFFERSON ST
COLUMBIA, MO 65203",7/26/2021,ONS - Illegal Rental,3/2/2022,First,Closed,PAST DUE RENEWAL
OUV-018534-2021,"3400 BONNY LINN DR
COLUMBIA, MO 65202",7/26/2021,ONS - Health Unlicensed Vehicle,10/29/2021,Third,Resolved,inoperable vehicle 888
OHN-018536-2021,"2605 ANDY DR
COLUMBIA, MO 65202",7/26/2021,ONS - Health Nuisance,9/27/2021,Second,Resolved,junk in the yard - 880
OHN-018583-2021,"516 S WILLIAM ST
COLUMBIA, MO 65201",7/27/2021,ONS - Health Nuisance,10/11/2021,Sixth,Resolved,COUCH ON THE FRONT PORCH
OSSV-018611-2021,"2991 W ASH ST
COLUMBIA, MO 65203",7/27/2021,ONS - Streets and Sidewalks Violation,9/1/2021,First,Resolved,"trees over hanging street ORLEANS CT, ORLEANS DRIVE AND BASIN???"
OTOE-018606-2021,"506 S WILLIAM ST
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,8/3/2021,Sixth,Resolved,TOE AT THE CURB
OTOE-018598-2021,"518 S WILLIAM ST
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,8/4/2021,Sixth,Resolved,BULKY ITEM  AT THE CURB
OTOE-018552-2021,"504 N WILLIAM ST
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,8/3/2021,Third,Resolved,BULKY ITEM AND TOE AT THE CURB
OTOE-018551-2021,"208 N WILLIAM ST
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,8/5/2021,Third,Resolved,BULKY ITEM AT THE CURB
OTOE-018581-2021,"404 S COLLEGE AVE
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,7/30/2021,Sixth,Resolved,SEVERAL BAGS OF GARBAGE AT THE CURB
OTOE-018561-2021,"108 S COLLEGE AVE
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,8/10/2021,Sixth,Resolved,TOE AND BULKY ITEMS AT THE CURB 7-26-2021
OTOE-018599-2021,"522 S WILLIAM ST
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,8/3/2021,Sixth,Resolved,BULKY ITEMS AT THE CURB 7-27-2021
OTOE-018601-2021,"1112 N EIGHTH ST
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,8/3/2021,First,Resolved,TOE AT THE CURB 7-27-2021
OTOE-018557-2021,"1109 E WALNUT ST
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,7/30/2021,First,Resolved,BULKY ITEM AT THE CURB 7-26-2021
OTOE-018580-2021,"412 S ANN ST
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,7/29/2021,Sixth,Resolved,WHITE BAG OF TRASH OUT
OLM-018613-2021,"3005 MELODY LN
COLUMBIA, MO 65203",7/27/2021,ONS - Landscape Management,8/6/2021,Fifth,Resolved,tall grass into roadway AND NOW DOWN TREE ON STREET
OLM-018612-2021,"3013 CRESTWOOD LN
COLUMBIA, MO 65203",7/27/2021,ONS - Landscape Management,8/4/2021,Fifth,Resolved,overgrown vegetation - 884  vac lot 
OTOE-018573-2021,"1417 ROSEMARY LN
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,8/2/2021,Sixth,Resolved,TOE AND BULKY ITEM ATTHE CURB 7-26-2021
OTOE-018568-2021,"1414 ROSEMARY LN
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,8/4/2021,Sixth,Resolved,BULKY ITEMS AT THE CURB 7-26-2021
OTOE-018604-2021,"3602 PIMLICO DR
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,8/4/2021,Sixth,Resolved,cardboard at curb
OHN-018617-2021,"1001 JEFFERSON ST
COLUMBIA, MO 65203",7/27/2021,ONS - Health Nuisance,8/4/2021,First,Resolved,"trash in yard, junk, piled high and RV now on the street,  huge mess"
OTOE-018605-2021,"7 FOURTH AVE
COLUMBIA, MO 65203",7/27/2021,ONS - Residential Solid Waste Violation,8/4/2021,First,Resolved,BULKY ITEM AT THE CURB
OTOE-018565-2021,"515 HIGH ST
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,8/3/2021,Sixth,Resolved,BULKY ITEM AT THE CURB 7-26-2021
OTOE-018602-2021,"2612 QUAIL DR
COLUMBIA, MO 65202",7/27/2021,ONS - Residential Solid Waste Violation,8/4/2021,Third,Resolved,BULKY ITEM AT  THE CURB 7-27-2021
OHN-018620-2021,"1503 WINDSOR ST
COLUMBIA, MO 65201",7/27/2021,ONS - Health Nuisance,8/18/2021,Third,Resolved,piles of rotting garbage on the porch
OTOE-018569-2021,"1405 ROSEMARY LN
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,7/27/2021,Sixth,Resolved,TOE AT THE CURB 7-26-2021
OLM-018614-2021,"3006 MELODY LN
COLUMBIA, MO 65203",7/27/2021,ONS - Landscape Management,8/3/2021,Fifth,Resolved,tall grass into roadway AND NOW DOWN TREE ON STREET
OLM-018625-2021,"2420 PARIS RD
COLUMBIA, MO 65202",7/27/2021,ONS - Landscape Management,8/5/2021,Third,Resolved,TALL GRASS AND WEEDS
OHN-018626-2021,"1519 PARIS RD
COLUMBIA, MO 65201",7/27/2021,ONS - Health Nuisance,8/20/2021,Third,Resolved,"FURNITURE, TRASH ON PORCH AND IN THE YARD"
OLM-018630-2021,"608 MORNINGSIDE DR
COLUMBIA, MO 65201",7/27/2021,ONS - Landscape Management,8/17/2021,Sixth,Resolved,THERE ARE TURF WEEDS AND TURF GRASS OVER TWELVE INCHES TALL ON THE PROPERTY.
OTOE-018593-2021,"1404 BASS AVE
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,8/4/2021,Sixth,Resolved,TOE AT THE CURB 7-27-2021
OTOE-018571-2021,"1410 ROSEMARY LN
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,8/2/2021,Sixth,Resolved,BULKY ITEM AT THE CURB -26-2021
OTOE-018597-2021,"1510 ROSEMARY LN
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,8/2/2021,Sixth,Resolved,BULKY ITEM AT THE CURB 7-27-2021
OTOE-018567-2021,"507 HIGH ST
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,8/3/2021,Sixth,Resolved,BULKY ITEM AT THE CURB
OTOE-018589-2021,"702 LEE ST
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,7/29/2021,Sixth,Resolved,FILLED OPEN GARBAGE CAN AT THE CURB
OTOE-018588-2021,"1415 WILSON AVE
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,7/29/2021,Sixth,Resolved,"broken down desk or bureau, roll carts at curb."
OTOE-018595-2021,"1616 ANTHONY ST
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,8/4/2021,Sixth,Resolved,TOE REMOVED FROM THE CURB 7-27-2021
OTOE-018584-2021,"1417 ROSS ST
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,7/29/2021,Sixth,Resolved,NON CITY BAG TRASH AT CURB
OTOE-018603-2021,"1308 GODAS DR
COLUMBIA, MO 65202",7/27/2021,ONS - Residential Solid Waste Violation,7/27/2021,Third,Voided,TOE AND BULKY ITEM AT THE CURB
OTOE-018576-2021,"1626 UNIVERSITY AVE
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,7/29/2021,Sixth,Resolved,THREE BAGS OF TRASH AT THE CURB TOE
OTOE-018582-2021,"1419 ROSS ST
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,7/27/2021,Sixth,Voided,COUCH AND CHAIRS AT THE CURB
OTOE-018585-2021,"1414 WILSON AVE
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,7/30/2021,Sixth,Resolved,"couch, chairs, wooden furniture"
OTOE-018586-2021,"1407 ROSS ST
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,8/3/2021,Sixth,Resolved,TABLE AT CURB
OTOE-018590-2021,"1411 BOUCHELLE AVE
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,8/10/2021,Sixth,Resolved,FURNITURE AT THE CURB
OTOE-018591-2021,"1502 WILSON AVE
COLUMBIA, MO 65201",7/27/2021,ONS - Residential Solid Waste Violation,8/3/2021,Sixth,Resolved,Several items at curb.  Bulky item pick up scheduled for 8-3-21
OTOE-018621-2021,"404 S WILLIAM ST
COLUMBIA, MO 65201",7/28/2021,ONS - Residential Solid Waste Violation,8/6/2021,Sixth,Resolved,BULKY ITEM AT THE CURB
OSSV-018615-2021,"715 N ANN ST
COLUMBIA, MO 65201",7/28/2021,ONS - Streets and Sidewalks Violation,8/17/2021,Third,Resolved,gravel on sidewalk
OHN-018646-2021,"811 W WORLEY ST
COLUMBIA, MO 65203",7/28/2021,ONS - Health Nuisance,8/3/2021,First,Resolved,trash bags piled outside the garage not at curb
OTOE-018619-2021,"407 S WILLIAM ST
COLUMBIA, MO 65201",7/28/2021,ONS - Residential Solid Waste Violation,8/17/2021,Sixth,Resolved,BULKY ITEM AT THE CURB 7-28-2021
OHN-018616-2021,"713 N ANN ST
COLUMBIA, MO 65201",7/28/2021,ONS - Health Nuisance,7/30/2021,Third,Voided,debris on sidewalk - 827 wrong case type
OHN-018623-2021,"4 E CLARKSON RD
COLUMBIA, MO 65203",7/28/2021,ONS - Health Nuisance,7/29/2021,Fifth,Resolved,loose trash
